Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
40,45,5,6,35,40,34,Train/34/00034_00003_00000.png
26,27,5,5,21,21,35,Train/35/00035_00007_00001.png
69,71,6,7,62,65,14,Train/14/00014_00025_00027.png
71,76,7,7,65,70,25,Test/04565.png
86,75,8,7,79,69,18,Train/18/00018_00008_00022.png
26,27,5,5,21,22,9,Train/9/00009_00007_00001.png
88,89,7,8,81,82,2,Test/01730.png
73,65,6,5,67,59,13,Train/13/00013_00013_00023.png
188,181,17,16,172,166,14,Test/09839.png
32,32,6,6,27,27,17,Train/17/00017_00018_00009.png
28,31,6,6,23,26,17,Train/17/00017_00000_00014.png
43,45,6,6,37,40,12,Train/12/00012_00065_00004.png
32,31,6,5,27,26,2,Train/2/00002_00050_00012.png
119,117,11,10,109,106,9,Train/9/00009_00001_00029.png
48,40,6,6,42,35,10,Train/10/00010_00061_00019.png
48,47,5,6,43,42,18,Test/07262.png
118,98,11,9,108,90,13,Test/12185.png
49,47,6,5,44,42,11,Train/11/00011_00016_00009.png
72,74,7,7,66,68,1,Train/1/00001_00027_00026.png
32,32,6,6,27,27,26,Train/26/00026_00000_00004.png
40,41,6,6,35,36,1,Train/1/00001_00018_00003.png
43,44,5,6,38,39,1,Train/1/00001_00009_00018.png
36,36,5,5,31,31,12,Test/04155.png
120,109,10,10,110,100,11,Train/11/00011_00003_00026.png
47,46,6,6,42,41,26,Train/26/00026_00013_00020.png
55,70,5,7,49,64,34,Train/34/00034_00010_00026.png
40,39,5,5,34,34,14,Test/09867.png
36,35,5,5,31,30,11,Test/10795.png
58,60,5,5,53,55,2,Train/2/00002_00015_00009.png
29,37,5,5,24,32,17,Train/17/00017_00013_00004.png
107,101,10,9,98,93,28,Train/28/00028_00016_00029.png
35,34,5,5,30,28,8,Train/8/00008_00022_00011.png
75,80,7,8,69,73,10,Test/08939.png
47,48,6,5,42,43,16,Test/12556.png
27,26,5,6,22,21,25,Train/25/00025_00032_00002.png
88,77,7,7,81,71,25,Train/25/00025_00034_00022.png
44,45,6,6,39,39,2,Train/2/00002_00055_00018.png
51,48,6,5,45,42,11,Train/11/00011_00015_00022.png
38,36,6,5,33,31,25,Train/25/00025_00006_00018.png
27,28,5,6,22,23,35,Test/02725.png
33,32,6,6,28,27,36,Train/36/00036_00001_00002.png
29,30,6,6,23,24,38,Train/38/00038_00013_00005.png
109,106,9,9,99,97,26,Train/26/00026_00003_00026.png
36,35,6,5,31,30,8,Test/09393.png
31,35,5,6,26,30,38,Train/38/00038_00030_00007.png
28,34,6,5,23,29,38,Test/12198.png
107,107,9,9,98,98,13,Train/13/00013_00037_00026.png
39,37,6,5,34,32,18,Train/18/00018_00027_00010.png
39,36,6,6,33,31,18,Test/05149.png
55,55,5,5,50,50,2,Train/2/00002_00052_00005.png
42,41,5,6,37,36,31,Train/31/00031_00002_00008.png
83,73,8,6,76,67,23,Train/23/00023_00014_00011.png
46,51,5,6,40,46,1,Train/1/00001_00020_00003.png
28,27,6,5,23,22,7,Train/7/00007_00047_00006.png
55,63,5,6,50,58,34,Train/34/00034_00000_00020.png
48,46,5,6,43,41,13,Train/13/00013_00066_00020.png
95,94,8,9,86,85,35,Train/35/00035_00017_00025.png
123,110,11,9,113,101,26,Train/26/00026_00014_00024.png
42,44,5,6,37,39,2,Train/2/00002_00004_00019.png
73,77,6,7,66,71,1,Test/03323.png
99,85,9,7,91,78,18,Test/04372.png
33,33,6,6,28,28,38,Test/11978.png
79,75,7,7,72,69,13,Train/13/00013_00070_00007.png
44,39,6,5,39,34,30,Train/30/00030_00001_00018.png
123,119,10,11,112,108,25,Train/25/00025_00005_00028.png
52,51,5,5,46,46,27,Train/27/00027_00003_00020.png
36,39,6,6,31,34,24,Train/24/00024_00008_00001.png
29,29,6,5,24,24,17,Train/17/00017_00011_00022.png
32,32,6,5,27,27,4,Test/03611.png
108,108,10,9,99,99,40,Train/40/00040_00008_00025.png
27,26,5,5,22,21,36,Train/36/00036_00008_00001.png
47,47,5,5,42,42,1,Test/08534.png
76,76,6,6,70,70,12,Train/12/00012_00062_00023.png
43,43,5,6,38,38,40,Train/40/00040_00009_00018.png
40,43,5,6,35,38,7,Train/7/00007_00015_00011.png
37,37,5,5,32,32,10,Train/10/00010_00047_00018.png
44,40,6,5,38,35,4,Test/04183.png
62,55,6,6,56,50,18,Train/18/00018_00008_00009.png
38,36,5,6,33,31,25,Train/25/00025_00020_00012.png
38,40,5,5,33,35,1,Train/1/00001_00056_00001.png
40,41,5,6,35,36,8,Train/8/00008_00020_00008.png
41,42,6,6,36,37,5,Train/5/00005_00032_00020.png
41,42,5,6,36,37,1,Train/1/00001_00048_00012.png
53,53,6,5,47,47,19,Test/11516.png
38,39,5,6,33,34,35,Train/35/00035_00039_00012.png
47,46,6,5,42,41,4,Train/4/00004_00019_00015.png
38,39,6,6,33,34,2,Train/2/00002_00029_00004.png
48,41,6,6,43,36,22,Test/03369.png
40,39,6,5,35,34,30,Train/30/00030_00007_00004.png
29,31,5,6,23,25,1,Train/1/00001_00003_00005.png
32,31,6,5,27,26,10,Train/10/00010_00039_00008.png
67,58,6,5,61,53,26,Train/26/00026_00006_00025.png
47,47,6,5,42,41,42,Train/42/00042_00003_00021.png
36,36,6,5,31,31,15,Train/15/00015_00020_00014.png
111,99,9,8,102,91,11,Train/11/00011_00020_00026.png
32,38,6,6,27,33,17,Train/17/00017_00013_00016.png
50,51,5,5,45,46,38,Train/38/00038_00039_00023.png
31,31,6,5,26,26,6,Train/6/00006_00001_00002.png
27,28,6,5,22,23,9,Test/09875.png
61,58,6,5,56,53,40,Test/06349.png
83,75,8,6,76,69,28,Test/03912.png
33,32,6,5,27,26,7,Train/7/00007_00033_00007.png
50,45,6,5,45,40,28,Train/28/00028_00001_00014.png
34,31,6,6,29,26,13,Train/13/00013_00032_00001.png
76,76,6,6,70,70,38,Train/38/00038_00029_00028.png
34,33,5,6,29,28,13,Train/13/00013_00066_00004.png
45,43,6,6,40,38,8,Train/8/00008_00002_00020.png
37,36,6,5,31,30,11,Test/09291.png
36,32,6,5,31,26,13,Test/01406.png
27,29,5,5,22,24,34,Train/34/00034_00006_00001.png
125,132,11,12,115,121,9,Train/9/00009_00037_00028.png
40,41,5,6,34,36,38,Train/38/00038_00000_00014.png
43,47,5,6,38,42,4,Test/10444.png
37,36,6,5,32,31,8,Train/8/00008_00024_00011.png
40,39,5,5,34,34,42,Train/42/00042_00004_00014.png
49,48,6,5,44,43,1,Train/1/00001_00043_00012.png
121,118,10,11,111,108,14,Train/14/00014_00007_00025.png
45,48,5,6,39,42,17,Train/17/00017_00030_00006.png
76,77,6,7,70,71,5,Train/5/00005_00012_00025.png
36,37,5,6,31,32,26,Train/26/00026_00000_00009.png
37,37,6,6,32,32,30,Train/30/00030_00007_00001.png
54,53,5,6,49,48,8,Train/8/00008_00021_00025.png
30,33,6,5,25,28,17,Train/17/00017_00000_00022.png
45,48,5,6,40,43,3,Train/3/00003_00021_00019.png
83,79,8,7,76,72,1,Test/03452.png
83,83,7,7,75,75,40,Train/40/00040_00008_00021.png
42,43,5,6,37,38,14,Test/00726.png
52,52,6,6,47,47,34,Train/34/00034_00007_00021.png
49,46,6,5,44,41,11,Train/11/00011_00031_00009.png
27,42,6,5,22,37,17,Test/03824.png
60,53,6,5,55,48,26,Train/26/00026_00014_00008.png
92,82,8,7,84,75,25,Train/25/00025_00024_00023.png
32,30,6,5,27,25,5,Train/5/00005_00003_00010.png
64,64,5,5,59,59,28,Train/28/00028_00016_00022.png
47,54,5,5,42,49,13,Train/13/00013_00035_00007.png
45,41,5,5,39,35,18,Train/18/00018_00001_00001.png
37,38,5,6,32,33,10,Train/10/00010_00010_00013.png
35,41,5,6,29,35,33,Test/02684.png
31,30,6,5,26,25,10,Train/10/00010_00050_00002.png
36,33,6,5,30,27,11,Test/03571.png
54,53,6,5,49,48,2,Test/11795.png
37,37,6,5,32,31,9,Train/9/00009_00038_00009.png
51,49,6,5,46,44,38,Train/38/00038_00036_00007.png
39,35,6,5,34,30,30,Train/30/00030_00014_00014.png
50,50,6,6,45,45,4,Train/4/00004_00058_00023.png
53,47,5,5,48,42,31,Train/31/00031_00004_00018.png
53,49,6,5,48,44,11,Test/12422.png
52,53,5,6,47,48,2,Train/2/00002_00043_00025.png
34,33,5,5,29,28,4,Test/05326.png
48,46,6,5,42,41,1,Train/1/00001_00001_00019.png
46,46,6,5,41,41,9,Train/9/00009_00040_00015.png
34,35,6,5,29,30,14,Train/14/00014_00009_00008.png
52,50,5,5,47,45,22,Train/22/00022_00002_00016.png
52,55,6,6,46,50,2,Test/02881.png
44,46,5,5,39,41,33,Train/33/00033_00014_00028.png
75,75,7,7,69,69,18,Train/18/00018_00038_00023.png
64,65,5,6,59,59,35,Train/35/00035_00014_00025.png
69,68,6,6,63,62,12,Test/07140.png
52,54,6,6,47,49,5,Train/5/00005_00004_00023.png
36,38,6,5,31,32,7,Test/04789.png
87,88,8,8,80,81,4,Test/00695.png
42,40,5,6,37,35,40,Train/40/00040_00000_00008.png
45,42,6,5,40,37,12,Test/08637.png
49,46,5,6,44,41,31,Test/03749.png
32,33,6,6,26,28,1,Train/1/00001_00001_00003.png
48,45,6,5,43,40,14,Train/14/00014_00000_00000.png
84,84,7,7,77,77,5,Test/11094.png
73,76,6,7,67,70,9,Train/9/00009_00026_00018.png
36,37,5,5,31,32,9,Train/9/00009_00030_00015.png
61,54,6,6,56,49,11,Test/04820.png
43,47,5,5,38,42,38,Train/38/00038_00040_00007.png
76,84,7,8,70,77,2,Test/12002.png
37,35,6,6,31,29,33,Train/33/00033_00012_00005.png
40,41,5,5,35,36,4,Train/4/00004_00048_00014.png
29,29,5,5,24,24,7,Train/7/00007_00044_00010.png
49,44,6,5,44,39,13,Train/13/00013_00012_00011.png
92,96,8,9,83,87,14,Train/14/00014_00006_00026.png
34,36,5,6,29,30,12,Train/12/00012_00051_00006.png
51,43,6,5,46,38,31,Train/31/00031_00000_00009.png
30,31,5,6,25,25,18,Train/18/00018_00000_00029.png
48,47,5,5,43,42,5,Train/5/00005_00059_00020.png
29,30,6,6,24,25,2,Test/05263.png
95,83,9,7,86,76,18,Train/18/00018_00010_00015.png
38,40,5,6,33,35,1,Train/1/00001_00040_00008.png
35,35,6,6,30,30,12,Train/12/00012_00012_00004.png
38,40,5,6,33,35,5,Train/5/00005_00002_00022.png
28,29,5,5,23,24,38,Train/38/00038_00035_00005.png
70,64,6,6,64,59,22,Test/06217.png
33,34,5,6,27,28,17,Train/17/00017_00003_00013.png
49,43,6,6,44,38,13,Train/13/00013_00042_00014.png
47,47,6,6,42,42,4,Train/4/00004_00061_00019.png
36,35,6,5,31,30,10,Train/10/00010_00017_00011.png
53,53,6,5,48,47,33,Test/02609.png
42,44,5,6,37,39,4,Train/4/00004_00060_00019.png
53,52,6,5,48,47,8,Test/07796.png
54,52,6,5,49,47,5,Test/05103.png
30,29,6,6,24,24,9,Test/08950.png
39,38,6,5,33,33,2,Train/2/00002_00019_00010.png
37,41,5,6,32,36,12,Train/12/00012_00020_00014.png
43,43,5,5,38,38,9,Train/9/00009_00015_00010.png
56,56,5,5,51,51,10,Test/07078.png
47,46,6,5,42,41,7,Test/05719.png
170,141,15,13,156,129,31,Test/07048.png
28,27,5,6,23,22,10,Test/05210.png
38,40,5,6,33,35,9,Train/9/00009_00042_00007.png
67,67,6,6,61,61,9,Test/01970.png
61,61,6,6,56,56,4,Train/4/00004_00032_00024.png
63,73,5,6,58,67,12,Train/12/00012_00000_00027.png
32,32,6,6,27,27,7,Train/7/00007_00025_00008.png
47,46,6,6,41,41,1,Train/1/00001_00022_00016.png
32,31,5,5,26,26,35,Train/35/00035_00005_00008.png
33,34,6,5,28,29,1,Train/1/00001_00061_00000.png
80,75,8,7,73,69,11,Train/11/00011_00001_00016.png
48,42,6,6,43,37,12,Train/12/00012_00053_00009.png
47,48,6,5,42,43,17,Train/17/00017_00030_00008.png
88,81,8,8,81,74,29,Train/29/00029_00006_00027.png
38,39,6,6,33,34,6,Train/6/00006_00004_00012.png
33,31,6,6,28,26,10,Train/10/00010_00034_00009.png
35,35,6,6,30,30,38,Train/38/00038_00053_00013.png
33,32,6,5,28,27,10,Test/09820.png
74,68,6,6,68,62,18,Train/18/00018_00006_00021.png
46,45,5,6,41,40,26,Train/26/00026_00001_00009.png
42,47,6,6,37,42,38,Test/03829.png
49,52,5,6,44,46,5,Train/5/00005_00002_00029.png
81,80,8,8,74,73,5,Train/5/00005_00048_00029.png
32,33,5,5,27,27,18,Test/02223.png
27,27,6,6,22,22,9,Test/00752.png
117,115,11,10,107,105,1,Test/04704.png
33,34,5,5,28,29,10,Train/10/00010_00062_00010.png
62,58,6,5,57,53,7,Train/7/00007_00025_00026.png
57,67,6,6,52,61,38,Train/38/00038_00040_00017.png
41,45,5,6,35,39,38,Train/38/00038_00054_00017.png
32,31,6,5,27,25,23,Train/23/00023_00012_00007.png
117,117,10,11,107,107,12,Train/12/00012_00019_00027.png
48,46,5,5,43,41,2,Test/10340.png
29,30,5,6,24,25,10,Train/10/00010_00029_00001.png
40,39,6,6,35,34,13,Train/13/00013_00062_00011.png
35,34,6,6,30,29,17,Train/17/00017_00021_00008.png
37,39,5,6,32,34,35,Train/35/00035_00033_00012.png
42,39,5,6,36,33,28,Train/28/00028_00003_00010.png
70,69,7,7,64,63,2,Test/00316.png
158,141,13,13,145,129,25,Train/25/00025_00040_00028.png
31,33,5,5,26,27,2,Train/2/00002_00072_00011.png
54,48,5,5,48,43,25,Train/25/00025_00030_00004.png
81,72,8,6,74,66,28,Train/28/00028_00014_00026.png
40,38,6,5,35,33,8,Train/8/00008_00030_00022.png
54,58,6,6,49,53,8,Test/09390.png
31,33,6,5,26,28,14,Train/14/00014_00025_00007.png
50,50,6,6,45,45,7,Test/03206.png
62,70,5,7,57,64,4,Train/4/00004_00016_00029.png
40,35,5,5,34,30,26,Train/26/00026_00012_00013.png
32,33,6,6,27,28,6,Test/05724.png
33,31,5,6,28,26,11,Train/11/00011_00040_00003.png
83,84,8,8,76,77,32,Train/32/00032_00004_00027.png
30,31,5,6,25,26,38,Train/38/00038_00026_00016.png
51,52,5,6,46,47,40,Train/40/00040_00001_00018.png
34,34,6,6,29,29,7,Train/7/00007_00042_00008.png
38,38,5,5,33,33,3,Train/3/00003_00033_00016.png
39,40,6,6,34,35,12,Test/01623.png
39,40,5,6,34,35,4,Train/4/00004_00063_00019.png
65,62,6,5,60,57,3,Train/3/00003_00046_00028.png
37,37,6,6,31,32,16,Test/03365.png
76,86,6,8,70,78,9,Train/9/00009_00045_00024.png
104,104,9,9,95,95,26,Train/26/00026_00001_00028.png
43,43,5,5,38,38,9,Train/9/00009_00015_00009.png
33,33,5,5,28,27,40,Train/40/00040_00009_00011.png
42,42,6,5,37,37,38,Train/38/00038_00037_00008.png
30,30,5,5,25,25,34,Train/34/00034_00012_00004.png
134,141,11,13,122,128,1,Train/1/00001_00003_00028.png
35,38,5,6,29,32,6,Train/6/00006_00007_00021.png
29,29,6,5,24,24,34,Train/34/00034_00011_00003.png
94,84,9,8,86,77,29,Train/29/00029_00001_00024.png
29,28,6,6,24,23,39,Train/39/00039_00003_00002.png
80,73,8,7,73,67,29,Test/04050.png
34,34,6,5,29,29,10,Train/10/00010_00015_00008.png
32,34,5,6,26,28,2,Test/06833.png
70,74,6,6,64,68,3,Train/3/00003_00039_00025.png
110,118,10,11,101,108,14,Test/10432.png
33,35,6,6,28,29,35,Train/35/00035_00038_00011.png
30,32,6,6,25,26,9,Train/9/00009_00012_00003.png
53,55,6,6,48,50,41,Train/41/00041_00003_00019.png
34,34,5,5,29,29,8,Train/8/00008_00003_00011.png
46,73,6,6,41,67,33,Train/33/00033_00018_00025.png
71,68,7,7,64,62,1,Test/07530.png
86,75,8,7,79,69,13,Train/13/00013_00044_00027.png
98,95,9,8,90,87,2,Train/2/00002_00018_00028.png
84,85,7,7,77,78,12,Test/07012.png
36,46,5,5,31,41,38,Train/38/00038_00001_00012.png
52,55,5,5,47,50,17,Train/17/00017_00034_00025.png
27,27,6,6,22,21,22,Train/22/00022_00008_00000.png
68,68,7,7,62,62,4,Train/4/00004_00046_00024.png
38,38,6,6,33,33,7,Train/7/00007_00016_00007.png
26,29,6,5,21,24,6,Test/12114.png
42,54,5,6,37,49,14,Train/14/00014_00014_00005.png
33,32,6,5,28,27,8,Test/06417.png
30,30,6,6,25,25,9,Train/9/00009_00025_00003.png
56,59,6,6,51,53,35,Train/35/00035_00029_00025.png
34,34,6,6,28,28,4,Test/08887.png
32,33,5,6,27,28,5,Train/5/00005_00023_00002.png
65,96,6,9,60,88,13,Train/13/00013_00008_00026.png
27,28,5,5,22,23,18,Test/00271.png
43,42,5,5,38,37,20,Test/02511.png
33,33,5,6,28,28,12,Test/06676.png
28,29,5,6,23,24,10,Test/08015.png
34,34,5,5,29,29,9,Train/9/00009_00047_00008.png
29,29,6,6,24,24,9,Train/9/00009_00003_00003.png
78,82,7,7,71,75,14,Train/14/00014_00019_00018.png
40,38,5,6,35,33,25,Train/25/00025_00036_00003.png
37,37,5,5,32,32,42,Test/00507.png
27,29,5,5,22,24,17,Train/17/00017_00008_00005.png
35,35,5,5,30,30,12,Train/12/00012_00059_00011.png
34,35,5,6,29,30,7,Train/7/00007_00022_00005.png
27,27,6,5,22,22,2,Train/2/00002_00043_00003.png
33,33,5,5,28,28,13,Train/13/00013_00069_00007.png
38,46,6,6,33,41,13,Test/04356.png
83,77,8,6,75,70,11,Train/11/00011_00013_00023.png
32,29,6,6,27,24,25,Train/25/00025_00037_00003.png
65,67,6,6,60,61,4,Train/4/00004_00033_00025.png
33,33,6,6,28,28,0,Test/04333.png
51,47,5,6,46,42,11,Test/04887.png
76,69,6,7,70,63,24,Train/24/00024_00007_00022.png
30,30,5,5,25,25,7,Test/03355.png
37,36,5,6,32,31,13,Train/13/00013_00043_00003.png
56,57,5,5,51,52,3,Train/3/00003_00038_00022.png
32,32,6,5,27,26,2,Train/2/00002_00043_00012.png
44,43,5,5,38,38,14,Train/14/00014_00012_00005.png
44,44,6,5,39,39,38,Train/38/00038_00036_00000.png
36,37,5,6,31,32,3,Train/3/00003_00011_00008.png
31,30,6,5,26,25,42,Train/42/00042_00006_00003.png
30,29,5,5,25,24,12,Test/08276.png
42,44,6,6,37,39,3,Train/3/00003_00021_00015.png
52,47,5,5,47,42,11,Train/11/00011_00038_00007.png
39,39,5,6,34,34,31,Train/31/00031_00014_00004.png
40,43,5,6,35,38,5,Train/5/00005_00033_00021.png
33,32,6,5,28,27,41,Train/41/00041_00007_00000.png
39,39,5,5,34,34,15,Train/15/00015_00008_00008.png
32,31,6,5,27,26,7,Train/7/00007_00038_00004.png
39,40,5,6,34,35,39,Train/39/00039_00005_00010.png
112,101,10,9,103,93,21,Train/21/00021_00007_00027.png
36,37,5,6,31,32,10,Test/07308.png
134,121,12,11,123,111,24,Test/12546.png
105,107,10,9,96,98,1,Train/1/00001_00000_00027.png
76,81,6,8,70,74,37,Train/37/00037_00005_00021.png
121,121,10,10,111,111,2,Test/03451.png
96,93,8,9,88,85,31,Train/31/00031_00008_00029.png
33,33,5,6,28,28,18,Test/12616.png
95,89,9,8,87,82,24,Train/24/00024_00004_00025.png
41,45,5,6,35,39,39,Train/39/00039_00009_00018.png
28,27,5,6,23,22,10,Train/10/00010_00066_00005.png
73,63,7,6,67,58,22,Train/22/00022_00003_00023.png
154,135,13,11,141,124,13,Train/13/00013_00070_00027.png
58,58,6,5,53,53,8,Test/11740.png
123,125,11,11,113,115,12,Train/12/00012_00034_00028.png
44,40,6,5,39,35,18,Train/18/00018_00031_00014.png
95,95,9,9,87,87,31,Train/31/00031_00021_00028.png
39,40,5,6,34,35,18,Train/18/00018_00038_00001.png
34,37,5,6,29,31,5,Train/5/00005_00044_00003.png
93,81,8,7,84,73,18,Train/18/00018_00008_00024.png
47,51,5,6,42,46,3,Train/3/00003_00024_00025.png
44,40,5,5,39,35,26,Train/26/00026_00011_00004.png
38,39,5,6,33,34,8,Train/8/00008_00041_00009.png
38,35,6,6,33,30,25,Train/25/00025_00020_00005.png
106,107,9,10,97,98,4,Train/4/00004_00063_00029.png
32,37,5,5,27,32,17,Train/17/00017_00015_00006.png
112,106,9,9,103,97,11,Test/11418.png
41,41,6,6,35,35,9,Test/04865.png
47,47,6,5,42,42,12,Train/12/00012_00050_00016.png
98,88,9,8,90,81,13,Train/13/00013_00036_00028.png
35,37,5,6,30,32,2,Train/2/00002_00029_00000.png
51,51,6,6,46,46,8,Train/8/00008_00008_00024.png
107,100,10,9,98,92,18,Train/18/00018_00039_00028.png
75,67,7,6,69,61,13,Test/12123.png
34,32,5,5,29,27,15,Test/03961.png
38,37,6,5,33,32,10,Train/10/00010_00058_00012.png
59,54,6,6,54,49,11,Train/11/00011_00011_00014.png
61,63,6,6,56,58,16,Test/01833.png
34,30,6,6,29,25,30,Train/30/00030_00013_00002.png
71,63,6,5,65,58,31,Train/31/00031_00015_00023.png
34,36,5,6,29,31,3,Test/05842.png
47,42,6,5,42,36,18,Train/18/00018_00001_00003.png
41,40,6,6,35,35,7,Train/7/00007_00000_00016.png
34,34,6,5,29,28,3,Train/3/00003_00013_00011.png
40,39,6,6,34,34,35,Train/35/00035_00012_00013.png
27,28,5,6,22,23,20,Train/20/00020_00007_00008.png
63,63,5,5,58,58,12,Train/12/00012_00028_00025.png
58,59,5,5,53,54,3,Test/09321.png
70,74,7,6,63,68,41,Train/41/00041_00002_00023.png
39,40,5,6,34,35,38,Train/38/00038_00062_00017.png
35,36,5,6,30,31,9,Train/9/00009_00038_00006.png
32,33,5,6,26,27,5,Train/5/00005_00018_00013.png
38,35,5,5,33,30,30,Train/30/00030_00014_00013.png
57,57,6,6,52,52,4,Test/07224.png
34,34,6,6,29,29,4,Test/00396.png
62,63,6,5,57,58,39,Train/39/00039_00007_00010.png
33,33,6,6,28,28,36,Train/36/00036_00004_00005.png
52,52,5,5,47,47,1,Test/11597.png
26,28,5,6,21,23,4,Train/4/00004_00013_00000.png
51,51,6,5,46,46,3,Train/3/00003_00020_00025.png
39,43,5,6,34,37,7,Test/06428.png
152,141,13,13,139,129,18,Train/18/00018_00005_00027.png
63,63,5,5,58,58,8,Train/8/00008_00045_00023.png
34,37,6,6,28,31,0,Test/09117.png
30,29,6,6,25,24,8,Test/11145.png
62,61,6,5,57,56,38,Train/38/00038_00042_00025.png
26,27,5,6,21,22,38,Train/38/00038_00034_00002.png
41,40,6,5,35,35,2,Train/2/00002_00020_00018.png
54,53,5,6,49,48,7,Train/7/00007_00024_00027.png
40,39,5,5,34,34,9,Test/05446.png
51,52,5,6,46,47,38,Train/38/00038_00036_00008.png
36,36,5,5,31,31,8,Train/8/00008_00036_00007.png
189,173,17,15,173,159,25,Train/25/00025_00022_00028.png
28,29,5,5,23,24,4,Train/4/00004_00044_00003.png
43,44,5,5,38,39,17,Train/17/00017_00025_00015.png
114,110,10,10,104,100,11,Train/11/00011_00036_00029.png
36,37,5,5,31,32,12,Train/12/00012_00054_00009.png
33,31,5,5,28,26,22,Train/22/00022_00001_00006.png
87,80,7,8,80,73,31,Train/31/00031_00009_00025.png
84,84,8,7,77,77,35,Train/35/00035_00016_00024.png
80,81,8,7,73,74,9,Train/9/00009_00014_00027.png
36,37,5,5,31,32,16,Train/16/00016_00007_00017.png
50,49,6,5,45,44,2,Train/2/00002_00035_00020.png
52,50,6,6,47,45,7,Train/7/00007_00024_00025.png
123,122,11,11,113,111,14,Train/14/00014_00020_00024.png
75,76,6,7,68,70,30,Train/30/00030_00011_00023.png
60,55,6,6,54,49,13,Train/13/00013_00014_00012.png
39,38,5,5,34,33,1,Test/04234.png
35,35,6,6,30,30,15,Test/08896.png
37,36,6,5,32,31,34,Train/34/00034_00008_00012.png
43,43,5,5,38,38,9,Train/9/00009_00015_00004.png
35,34,5,6,30,29,10,Test/05467.png
75,75,7,6,69,69,11,Train/11/00011_00035_00021.png
29,29,5,6,24,24,31,Train/31/00031_00023_00002.png
44,47,5,6,39,42,9,Train/9/00009_00041_00027.png
72,73,7,6,65,67,36,Test/00130.png
27,27,5,5,22,22,17,Train/17/00017_00034_00001.png
29,31,5,6,24,26,15,Train/15/00015_00004_00000.png
37,36,6,6,32,31,25,Test/05341.png
41,38,6,6,35,32,31,Train/31/00031_00001_00003.png
92,95,8,9,84,87,39,Train/39/00039_00000_00010.png
42,43,6,6,37,38,13,Train/13/00013_00046_00011.png
70,65,6,6,64,60,13,Train/13/00013_00038_00021.png
62,60,6,5,57,55,15,Train/15/00015_00017_00026.png
27,26,5,5,22,21,17,Train/17/00017_00012_00001.png
49,52,5,6,44,47,4,Train/4/00004_00011_00022.png
29,29,5,5,24,24,9,Test/01543.png
93,92,9,8,85,84,18,Train/18/00018_00019_00024.png
47,47,5,5,42,42,40,Train/40/00040_00008_00011.png
43,44,5,5,38,39,16,Test/07343.png
59,57,5,5,53,52,1,Train/1/00001_00005_00025.png
41,40,6,5,36,34,12,Test/03344.png
29,27,5,5,23,22,20,Train/20/00020_00006_00003.png
30,31,5,6,25,26,10,Train/10/00010_00028_00005.png
35,31,6,5,29,26,28,Train/28/00028_00012_00008.png
57,62,6,5,52,57,39,Train/39/00039_00002_00016.png
59,55,6,6,54,49,11,Train/11/00011_00001_00005.png
57,57,6,6,52,52,1,Train/1/00001_00057_00025.png
39,41,5,5,34,35,2,Train/2/00002_00019_00013.png
50,48,5,5,45,43,22,Train/22/00022_00004_00021.png
118,120,10,11,108,110,12,Test/06885.png
29,27,6,6,24,22,17,Train/17/00017_00012_00007.png
62,62,5,5,57,57,35,Test/09204.png
35,46,6,5,30,41,33,Train/33/00033_00018_00014.png
38,35,6,6,33,30,31,Train/31/00031_00024_00011.png
59,56,5,6,54,51,23,Test/08673.png
28,28,5,5,23,22,25,Train/25/00025_00037_00001.png
93,79,8,7,84,72,5,Train/5/00005_00027_00027.png
39,37,6,5,34,32,10,Train/10/00010_00040_00014.png
30,31,5,6,25,26,2,Test/02604.png
28,28,6,6,23,23,11,Train/11/00011_00015_00000.png
33,37,5,6,28,32,34,Train/34/00034_00006_00017.png
197,193,17,17,180,177,14,Train/14/00014_00020_00028.png
48,44,6,5,43,39,30,Train/30/00030_00007_00009.png
59,59,6,5,54,53,9,Test/03130.png
48,45,5,5,43,40,19,Train/19/00019_00004_00010.png
37,48,5,6,32,42,33,Test/08258.png
80,92,8,9,73,84,13,Train/13/00013_00022_00029.png
31,32,5,5,25,26,11,Train/11/00011_00030_00012.png
34,34,6,5,29,29,7,Train/7/00007_00018_00011.png
88,80,7,7,81,73,19,Train/19/00019_00003_00026.png
60,61,5,5,55,56,15,Train/15/00015_00006_00025.png
27,26,6,5,22,21,9,Test/03372.png
38,37,6,5,33,32,20,Test/03804.png
49,51,6,6,44,46,9,Train/9/00009_00040_00020.png
63,63,5,5,58,58,40,Train/40/00040_00005_00010.png
28,31,5,6,23,26,6,Train/6/00006_00002_00002.png
27,29,5,6,22,24,33,Train/33/00033_00000_00010.png
75,70,7,7,69,64,28,Train/28/00028_00017_00022.png
32,32,6,5,26,27,12,Train/12/00012_00002_00001.png
55,49,6,5,50,44,13,Train/13/00013_00044_00017.png
112,115,9,10,103,105,14,Train/14/00014_00019_00027.png
29,28,5,6,24,23,8,Train/8/00008_00028_00005.png
95,86,8,7,87,79,24,Test/10176.png
130,140,12,12,118,128,34,Train/34/00034_00003_00028.png
59,60,6,6,54,55,8,Train/8/00008_00005_00027.png
61,59,5,5,56,54,12,Train/12/00012_00068_00026.png
48,46,6,6,43,41,28,Train/28/00028_00011_00015.png
45,46,5,5,40,41,1,Train/1/00001_00017_00015.png
